Depth (ft)	Density (g/cc)
5689	2.6159
5689.5	2.6617
5690	2.5693
5690.5	2.5643
5691	2.6724
5691.5	2.5446
5692	2.5454
5692.5	2.4452
5693	2.467
5693.5	2.6792
5694	2.6747
5694.5	2.6216
5695	2.4641
5695.5	2.4468
5696	2.4312
5696.5	2.4294
5697	2.4322
5697.5	2.4375
5698	2.4125
5698.5	2.4343
5699	2.4608
5699.5	2.4949
5700	2.5146
5700.5	2.5026
5701	2.5108
5701.5	2.4776
5702	2.4774
5702.5	2.4895
5703	2.4515
5703.5	2.4231
5704	2.3918
5704.5	2.3769
5705	2.3874
5705.5	2.4433
5706	2.6192
5706.5	2.7186
5707	2.6051
5707.5	2.5189
5708	2.566
5708.5	2.6678
5709	2.4132
5709.5	2.4185
5710	2.4103
5710.5	2.4044
5711	2.3904
5711.5	2.4299
5712	2.4319
5712.5	2.4739
5713	2.4593
5713.5	2.4723
5714	2.4771
5714.5	2.4795
5715	2.4887
5715.5	2.4745
5716	2.4686
5716.5	2.424
5717	2.4681
5717.5	2.6079
5718	2.7499
5718.5	2.6656
5719	2.5729
5719.5	2.5254
5720	2.7533
5720.5	2.5486
5721	2.4617
5721.5	2.4442
5722	2.4864
5722.5	2.5483
5723	2.5529
5723.5	2.556
5724	2.5501
5724.5	2.5282
5725	2.5191
5725.5	2.4629
5726	2.4281
5726.5	2.4318
5727	2.467
5727.5	2.4976
5728	2.4859
5728.5	2.5152
5729	2.6707
5729.5	2.5055
5730	2.4772
5730.5	2.4461
5731	2.6381
5731.5	2.6898
5732	2.6966
5732.5	2.6919
5733	2.6784
5733.5	2.5906
5734	2.5654
5734.5	2.5303
5735	2.5081
5735.5	2.5063
5736	2.5058
5736.5	2.5085
5737	2.475
5737.5	2.4644
5738	2.4693
5738.5	2.4743
5739	2.456
5739.5	2.4472
5740	2.4851
5740.5	2.5058
5741	2.5059
5741.5	2.5056
5742	2.4838
5742.5	2.5106
5743	2.5191
5743.5	2.5303
5744	2.5736
5744.5	2.612
5745	2.4929
5745.5	2.4968
5746	2.4676
5746.5	2.4814
5747	2.4845
5747.5	2.4911
5748	2.4733
5748.5	2.467
5749	2.4656
5749.5	2.4831
5750	2.4555
5750.5	2.4523
5751	2.453
5751.5	2.4695
5752	2.4773
5752.5	2.6019
5753	2.5742
5753.5	2.4784
5754	2.4578
5754.5	2.4259
5755	2.4164
5755.5	2.3984
5756	2.3972
5756.5	2.4177
5757	2.4367
5757.5	2.4146
5758	2.4397
5758.5	2.431
5759	2.4553
5759.5	2.462
5760	2.4642
5760.5	2.4251
5761	2.4542
5761.5	2.4212
5762	2.4301
5762.5	2.3991
5763	2.4139
5763.5	2.4592
5764	2.4276
5764.5	2.4187
5765	2.4622
5765.5	2.4613
5766	2.5013
5766.5	2.4818
5767	2.5134
5767.5	2.5221
5768	2.5194
5768.5	2.5348
5769	2.4946
5769.5	2.4739
5770	2.4629
5770.5	2.4484
5771	2.4609
5771.5	2.4527
5772	2.463
5772.5	2.4775
5773	2.4895
5773.5	2.5849
5774	2.6149
5774.5	2.4008
5775	2.3969
5775.5	2.3995
5776	2.3973
5776.5	2.42
5777	2.5581
5777.5	2.7055
5778	2.4762
5778.5	2.5025
5779	2.4562
5779.5	2.4412
5780	2.4335
5780.5	2.4604
5781	2.4707
5781.5	2.4861
5782	2.4654
5782.5	2.4408
5783	2.4306
5783.5	2.4251
5784	2.4658
5784.5	2.4616
5785	2.4838
5785.5	2.4915
5786	2.4444
5786.5	2.497
5787	2.4807
5787.5	2.4793
5788	2.4579
5788.5	2.4359
5789	2.4462
5789.5	2.4502
5790	2.4324
5790.5	2.4378
5791	2.4653
5791.5	2.4752
5792	2.4529
5792.5	2.5087
5793	2.4881
5793.5	2.4531
5794	2.475
5794.5	2.4625
5795	2.4691
5795.5	2.4909
5796	2.4888
5796.5	2.5098
5797	2.4775
5797.5	2.4708
5798	2.4912
5798.5	2.4936
5799	2.4743
5799.5	2.4897
5800	2.5195
5800.5	2.4957
5801	2.4598
5801.5	2.5057
5802	2.4962
5802.5	2.4971
5803	2.477
5803.5	2.4656
5804	2.4838
5804.5	2.471
5805	2.4886
5805.5	2.4861
5806	2.5197
5806.5	2.5182
5807	2.515
5807.5	2.5235
5808	2.5602
5808.5	2.616
5809	2.5466
5809.5	2.5157
5810	2.551
5810.5	2.5736
5811	2.6311
5811.5	2.5014
5812	2.5172
5812.5	2.539
5813	2.5247
5813.5	2.488
5814	2.4866
5814.5	2.4996
5815	2.5117
5815.5	2.5262
5816	2.5317
5816.5	2.5287
5817	2.5205
5817.5	2.5118
5818	2.4634
5818.5	2.4878
5819	2.4903
5819.5	2.5318
5820	2.5154
5820.5	2.4594
5821	2.4924
5821.5	2.4494
5822	2.4792
5822.5	2.4678
5823	2.4262
5823.5	2.4349
5824	2.4183
5824.5	2.4377
5825	2.4339
5825.5	2.4725
5826	2.4397
5826.5	2.4543
5827	2.4797
5827.5	2.4375
5828	2.4151
5828.5	2.4482
5829	2.4243
5829.5	2.4777
5830	2.4922
5830.5	2.5057
5831	2.4689
5831.5	2.4822
5832	2.4798
5832.5	2.4822
5833	2.4883
5833.5	2.466
5834	2.5332
5834.5	2.4984
5835	2.4959
5835.5	2.4683
5836	2.4836
5836.5	2.4869
5837	2.4401
5837.5	2.4402
5838	2.5137
5838.5	2.5522
5839	2.5291
5839.5	2.4725
5840	2.4633
5840.5	2.4669
5841	2.4717
5841.5	2.4565
5842	2.4681
5842.5	2.5038
5843	2.4269
5843.5	2.4251
5844	2.4743
5844.5	2.5166
5845	2.5223
5845.5	2.4897
5846	2.439
5846.5	2.4799
5847	2.5421
5847.5	2.4989
5848	2.4915
5848.5	2.4881
5849	2.4695
5849.5	2.4638
5850	2.4812
5850.5	2.4618
5851	2.4744
5851.5	2.5024
5852	2.582
5852.5	2.6514
5853	2.5488
5853.5	2.5221
5854	2.5046
5854.5	2.5388
5855	2.5372
5855.5	2.5201
5856	2.5438
5856.5	2.543
5857	2.5666
5857.5	2.5239
5858	2.5636
5858.5	2.5507
5859	2.5424
5859.5	2.5506
5860	2.547
5860.5	2.5554
5861	2.5552
5861.5	2.5366
5862	2.5121
5862.5	2.5258
5863	2.5226
5863.5	2.5065
5864	2.5242
5864.5	2.489
5865	2.5454
5865.5	2.5024
5866	2.5127
5866.5	2.4868
5867	2.5137
5867.5	2.5004
5868	2.4861
5868.5	2.5075
5869	2.5129
5869.5	2.5216
5870	2.5276
5870.5	2.5295
5871	2.5115
5871.5	2.49
5872	2.4964
5872.5	2.52
5873	2.5342
5873.5	2.5277
5874	2.4757
5874.5	2.4862
5875	2.475
5875.5	2.4597
5876	2.4677
5876.5	2.4936
5877	2.495
5877.5	2.5324
5878	2.5009
5878.5	2.49
5879	2.4909
5879.5	2.4806
5880	2.4792
5880.5	2.4631
5881	2.4403
5881.5	2.4366
5882	2.4179
5882.5	2.4422
5883	2.4662
5883.5	2.5262
5884	2.4864
5884.5	2.5128
5885	2.5214
5885.5	2.5157
5886	2.4801
5886.5	2.4722
5887	2.4379
5887.5	2.459
5888	2.478
5888.5	2.5248
5889	2.4912
5889.5	2.4956
5890	2.5188
5890.5	2.4999
5891	2.4547
5891.5	2.4523
5892	2.4242
5892.5	2.4262
5893	2.4721
5893.5	2.6294
5894	2.5353
5894.5	2.5365
5895	2.5189
5895.5	2.5042
5896	2.5046
5896.5	2.5053
5897	2.5547
5897.5	2.5277
5898	2.5258
5898.5	2.6693
5899	2.7169
5899.5	2.6709
5900	2.5908
5900.5	2.5398
5901	2.5286
5901.5	2.4847
5902	2.4759
5902.5	2.5089
5903	2.52
5903.5	2.5445
5904	2.5893
5904.5	2.5495
5905	2.5821
5905.5	2.549
5906	2.5296
5906.5	2.5183
5907	2.5605
5907.5	2.5397
5908	2.5052
5908.5	2.5354
5909	2.5389
5909.5	2.594
5910	2.5798
5910.5	2.5276
5911	2.5363
5911.5	2.5558
5912	2.5475
5912.5	2.6064
5913	2.6456
5913.5	2.5715
5914	2.5539
5914.5	2.5584
5915	2.5642
5915.5	2.6063
5916	2.5801
5916.5	2.604
5917	2.5326
5917.5	2.5876
5918	2.5891
5918.5	2.5969
5919	2.6061
5919.5	2.5931
5920	2.5378
5920.5	2.5373
5921	2.5838
5921.5	2.5867
5922	2.6233
5922.5	2.5646
5923	2.5893
5923.5	2.5608
5924	2.479
5924.5	2.5006
5925	2.5508
5925.5	2.5676
5926	2.5659
5926.5	2.5721
5927	2.5563
5927.5	2.5462
5928	2.5613
5928.5	2.5437
5929	2.5517
5929.5	2.5329
5930	2.6095
5930.5	2.5762
5931	2.5623
5931.5	2.5696
5932	2.5643
5932.5	2.6239
5933	2.7699
5933.5	2.7978
5934	2.7686
5934.5	2.7488
5935	2.7347
5935.5	2.7261
5936	2.7237
5936.5	2.7126
5937	2.747
5937.5	2.7479
5938	2.7402
5938.5	2.7472
5939	2.7453
5939.5	2.6876
5940	2.7784
5940.5	2.6052
5941	2.7143
5941.5	2.7109
5942	2.7111
5942.5	2.7237
5943	2.7222
5943.5	2.726
5944	2.7312
5944.5	2.7423
5945	2.7464
5945.5	2.725
5946	2.7273
5946.5	2.7325
5947	2.7257
5947.5	2.7205
5948	2.7326
5948.5	2.736
5949	2.7235
5949.5	2.7141
5950	2.7124
5950.5	2.7182
5951	2.7193
5951.5	2.7376
5952	2.7145
5952.5	2.7251
5953	2.7237
5953.5	2.7175
5954	2.7386
5954.5	2.726
5955	2.7175
5955.5	2.7187
5956	2.7239
5956.5	2.733
5957	2.7285
5957.5	2.7301
5958	2.7319
5958.5	2.7219
5959	2.7312
5959.5	2.7262
5960	2.7158
5960.5	2.7261
5961	2.7172
5961.5	2.6856
5962	2.6792
5962.5	2.6614
5963	2.6639
5963.5	2.6802
5964	2.6855
5964.5	2.694
5965	2.7127
5965.5	2.696
5966	2.7091
5966.5	2.7213
5967	2.7233
5967.5	2.7206
5968	2.7313
5968.5	2.7202
5969	2.7362
5969.5	2.7123
5970	2.7144
5970.5	2.7872
5971	2.849
5971.5	2.8435
5972	2.8222
5972.5	2.788
5973	2.6893
5973.5	2.6551
5974	2.6856
5974.5	2.7496
5975	2.7152
5975.5	2.718
5976	2.7095
5976.5	2.718
5977	2.7256
5977.5	2.7305
5978	2.725
5978.5	2.729
5979	2.7671
5979.5	2.8503
5980	2.8241
5980.5	2.7927
5981	2.7481
5981.5	2.699
5982	2.7049
5982.5	2.7192
5983	2.7152
5983.5	2.7217
5984	2.7168
5984.5	2.7145
5985	2.7993
5985.5	2.7969
5986	2.7205
5986.5	2.7228
5987	2.7133
5987.5	2.7146
5988	2.7126
5988.5	2.698
5989	2.7256
5989.5	2.7287
5990	2.7173
5990.5	2.7131
5991	2.7084
5991.5	2.7167
5992	2.7325
5992.5	2.7277
5993	2.7228
5993.5	2.7253
5994	2.7248
5994.5	2.7317
5995	2.7379
5995.5	2.735
5996	2.7489
5996.5	2.7664
5997	2.7211
5997.5	2.731
5998	2.7323
5998.5	2.7242
5999	2.7142
5999.5	2.7158
6000	2.7291
6000.5	2.7293
6001	2.7349
6001.5	2.7357
6002	2.73
6002.5	2.7275
6003	2.7406
6003.5	2.7247
6004	2.7348
6004.5	2.7231
6005	2.7085
6005.5	2.7202
6006	2.7383
6006.5	2.7338
6007	2.7237
6007.5	2.7409
6008	2.7391
6008.5	2.7478
6009	2.7619
6009.5	2.8275
6010	2.843
6010.5	2.8188
6011	2.8005
6011.5	2.8327
6012	2.8114
6012.5	2.8151
6013	2.7479
6013.5	2.7399
6014	2.7853
6014.5	2.8024
6015	2.8042
6015.5	2.8117
6016	2.7885
6016.5	2.7832
6017	2.735
6017.5	2.7362
6018	2.7288
6018.5	2.7193
6019	2.7181
6019.5	2.7377
6020	2.7491
6020.5	2.7385
6021	2.7191
6021.5	2.6893
6022	2.7122
6022.5	2.7121
6023	2.7252
6023.5	2.7136
6024	2.7129
6024.5	2.6977
6025	2.7263
6025.5	2.7008
6026	2.713
6026.5	2.7288
6027	2.7253
6027.5	2.7375
6028	2.7256
6028.5	2.7348
6029	2.7403
6029.5	2.7299
6030	2.7237
6030.5	2.7622
6031	2.8
6031.5	2.7817
6032	2.7429
6032.5	2.7396
6033	2.7176
6033.5	2.7159
6034	2.7216
6034.5	2.721
6035	2.7285
6035.5	2.7293
6036	2.7321
6036.5	2.7298
6037	2.7194
6037.5	2.7088
6038	2.7345
6038.5	2.7106
6039	2.7189
6039.5	2.7206
6040	2.7239
6040.5	2.7184
6041	2.7126
6041.5	2.7145
6042	2.7308
6042.5	2.723
6043	2.7227
6043.5	2.7229
6044	2.7183
6044.5	2.71
6045	2.7065
6045.5	2.7319
6046	2.7314
6046.5	2.7274
6047	2.7238
6047.5	2.733
6048	2.7322
6048.5	2.718
6049	2.7192
6049.5	2.7235
6050	2.7308
6050.5	2.7431
6051	2.7209
6051.5	2.7376
6052	2.7471
6052.5	2.7444
6053	2.7308
6053.5	2.7321
6054	2.7419
6054.5	2.7674
6055	2.7799
6055.5	2.7975
6056	2.8159
6056.5	2.8176
6057	2.8323
6057.5	2.8333
6058	2.826
6058.5	2.8021
6059	2.7381
6059.5	2.7345
6060	2.7536
6060.5	2.8023
6061	2.8562
6061.5	2.844
6062	2.8044
6062.5	2.734
6063	2.7155
6063.5	2.733
6064	2.7244
6064.5	2.7255
6065	2.7303
6065.5	2.7218
6066	2.7207
6066.5	2.7212
6067	2.7256
6067.5	2.7524
6068	2.7311
6068.5	2.7149
6069	2.7234
6069.5	2.7383
6070	2.7349
6070.5	2.7001
6071	2.72
6071.5	2.723
6072	2.7323
6072.5	2.7238
6073	2.7193
6073.5	2.7286
6074	2.7276
6074.5	2.7277
6075	2.7327
6075.5	2.7288
6076	2.7427
6076.5	2.7358
6077	2.7259
6077.5	2.7223
6078	2.7169
6078.5	2.721
6079	2.7192
6079.5	2.7061
6080	2.718
6080.5	2.7233
6081	2.7354
6081.5	2.734
6082	2.7364
6082.5	2.731
6083	2.7275
6083.5	2.7189
6084	2.7184
6084.5	2.7203
6085	2.7087
6085.5	2.7222
6086	2.7165
6086.5	2.7274
6087	2.7471
6087.5	2.7083
6088	2.7092
6088.5	2.7163
6089	2.7469
6089.5	2.7228
6090	2.7319
6090.5	2.7265
6091	2.7307
6091.5	2.7246
6092	2.7202
6092.5	2.7368
6093	2.7315
6093.5	2.7337
6094	2.732
6094.5	2.7477
6095	2.7471
6095.5	2.7315
6096	2.7149
6096.5	2.7309
6097	2.7303
6097.5	2.7166
6098	2.6928
6098.5	2.6878
6099	2.7156
6099.5	2.7152
6100	2.7306
6100.5	2.7307
6101	2.7211
6101.5	2.7104
6102	2.7114
6102.5	2.7111
6103	2.7124
6103.5	2.7295
6104	2.7174
6104.5	2.7142
6105	2.705
6105.5	2.7167
6106	2.7154
6106.5	2.7366
6107	2.7279
6107.5	2.7365
6108	2.7279
6108.5	2.7183
6109	2.7054
6109.5	2.7139
6110	2.7136
6110.5	2.7339
6111	2.7155
6111.5	2.7248
6112	2.7223
6112.5	2.7241
6113	2.7265
6113.5	2.7278
6114	2.7247
6114.5	2.7074
6115	2.7089
6115.5	2.7232
6116	2.7399
6116.5	2.7245
6117	2.7179
6117.5	2.7024
6118	2.704
6118.5	2.7276
6119	2.7202
6119.5	2.7156
6120	2.7096
6120.5	2.7158
6121	2.7002
6121.5	2.7063
6122	2.696
6122.5	2.7028
6123	2.7107
6123.5	2.7108
6124	2.7198
6124.5	2.7083
6125	2.7107
6125.5	2.704
6126	2.7019
6126.5	2.7046
6127	2.7063
6127.5	2.7096
6128	2.7173
6128.5	2.7138
6129	2.7213
6129.5	2.7205
6130	2.695
6130.5	2.7014
6131	2.7245
6131.5	2.7235
6132	2.7187
6132.5	2.7197
6133	2.7249
6133.5	2.7225
6134	2.7173
6134.5	2.7116
6135	2.7183
6135.5	2.7321
6136	2.7178
6136.5	2.717
6137	2.7257
6137.5	2.7152
6138	2.7057
6138.5	2.7
6139	2.7032
6139.5	2.7183
6140	2.7215
6140.5	2.7334
6141	2.7525
6141.5	2.7463
6142	2.7327
6142.5	2.7403
6143	2.7534
6143.5	2.75
6144	2.7508
6144.5	2.7282
6145	2.7266
6145.5	2.7129
6146	2.7201
6146.5	2.7254
6147	2.7248
6147.5	2.7333
6148	2.7535
6148.5	2.7456
6149	2.7207
6149.5	2.7166
6150	2.6673
6150.5	2.7251
6151	2.7515
6151.5	2.7389
6152	2.757
6152.5	2.7575
6153	2.8188
6153.5	2.8477
6154	2.8473
6154.5	2.8343
6155	2.8404
6155.5	2.7685
6156	2.7422
6156.5	2.7103
6157	2.7216
6157.5	2.7016
6158	2.7211
6158.5	2.7129
6159	2.7168
6159.5	2.7245
6160	2.7456
6160.5	2.726
6161	2.7269
6161.5	2.731
6162	2.7142
6162.5	2.705
6163	2.7319
6163.5	2.7249
6164	2.7277
6164.5	2.7191
6165	2.7151
6165.5	2.7187
6166	2.7253
6166.5	2.7073
6167	2.7059
6167.5	2.6937
6168	2.7059
6168.5	2.7014
6169	2.7043
6169.5	2.7007
6170	2.6953
6170.5	2.7172
6171	2.7149
6171.5	2.7165
6172	2.737
6172.5	2.6448
6173	2.5442
6173.5	2.3275
6174	1.4253
6174.5	1.9579
6175	2.0585
6175.5	2.0592
6176	2.063
6176.5	2.0699
6177	2.084
6177.5	2.0946
6178	2.0913
6178.5	2.0844
6179	2.0899
6179.5	2.0869
6180	2.0695
6180.5	2.0843
6181	2.0974
6181.5	2.1225
6182	2.1057
6182.5	2.0815
6183	2.0808
6183.5	2.0315
6184	2.0565
6184.5	2.0624
6185	2.0648
6185.5	2.065
6186	2.065
6186.5	2.065
6187	2.065
6187.5	2.065
6188	2.065
6188.5	2.065
6189	2.065
6189.5	2.065
6190	2.0651
6190.5	2.0653
6191	2.0663
6191.5	2.0703
6192	2.0857
6192.5	2.1434
6193	2.3314
6193.5	2.6056
